시각,연도,TF,진입가,저항_있나,SLtop_bp,SLmean_bp,SLbot_bp,저항두께_bp,SLmean_달러,지지_있나,TPtop_bp,TPmean_bp,TPbot_bp,지지두께_bp,TPtop_달러
2024-01-25 21:00,2024,5,39863.3,있음,21.2,13.0,4.7,16.6,51.7,있음,0.9,33.2,65.5,64.6,3.7
2024-01-25 22:00,2024,5,39918.7,있음,17.0,8.7,0.3,16.7,34.55,있음,0.8,21.0,41.2,40.4,3.0
2024-01-25 23:00,2024,5,39959.4,있음,8.7,5.2,1.8,6.9,20.85,있음,0.5,11.2,21.9,21.4,1.8
2024-01-26 00:00,2024,5,39959.6,있음,8.6,5.2,1.7,6.9,20.65,있음,0.5,11.2,21.9,21.4,2.0
2024-01-26 01:00,2024,5,39871.9,있음,19.1,10.8,2.5,16.6,43.1,있음,0.2,17.5,34.9,34.7,0.6
2024-01-26 02:00,2024,5,39944.2,있음,32.3,16.2,0.2,32.0,64.9,있음,0.1,5.4,10.8,10.7,0.3
2024-01-26 03:00,2024,5,40167.0,있음,18.9,9.8,0.7,18.1,39.45,있음,18.0,23.3,28.6,10.6,72.3
2024-01-26 04:00,2024,5,40055.1,있음,36.2,18.7,1.3,34.9,75.0,있음,0.1,6.0,12.0,11.9,0.3
2024-01-26 05:00,2024,5,40148.2,있음,17.1,10.1,3.2,13.9,40.65,있음,13.3,18.6,24.0,10.6,53.5
2024-01-26 06:00,2024,5,40099.2,있음,8.3,5.2,2.2,6.1,21.05,있음,1.1,6.4,11.8,10.6,4.5
2024-01-26 07:00,2024,5,39977.1,있음,17.9,10.8,3.7,14.3,43.2,있음,0.8,10.0,19.2,18.5,3.1
2024-01-26 08:00,2024,5,39973.6,있음,26.3,13.2,0.1,26.2,52.65,있음,0.1,2.7,5.4,5.3,0.2
2024-01-26 09:00,2024,5,40127.0,있음,30.7,15.5,0.2,30.4,62.0,있음,5.1,9.3,13.5,8.4,20.4
2024-01-26 10:00,2024,5,40099.9,있음,8.1,5.1,2.0,6.1,20.35,있음,1.3,6.6,11.9,10.6,5.2
2024-01-26 11:00,2024,5,40720.8,있음,47.8,25.3,2.8,45.0,102.9,있음,4.2,15.4,26.7,22.6,16.9
2024-01-26 12:00,2024,5,41289.9,있음,16.0,9.0,2.0,14.0,37.1,있음,2.3,12.6,23.0,20.7,9.5
2024-01-26 13:00,2024,5,41125.6,있음,45.9,23.6,1.3,44.5,97.0,있음,0.3,9.3,18.4,18.1,1.2
2024-01-26 14:00,2024,5,41014.1,있음,25.0,13.2,1.4,23.7,54.1,있음,3.7,13.7,23.7,20.0,15.1
2024-01-26 15:00,2024,5,41449.0,있음,31.2,16.7,2.2,29.0,69.25,있음,1.8,17.6,33.5,31.7,7.4
2024-01-26 16:00,2024,5,41404.9,있음,21.8,11.3,0.7,21.0,46.65,있음,0.5,9.8,19.0,18.5,2.0
2024-01-26 17:00,2024,5,41971.5,있음,49.4,24.8,0.2,49.2,104.15,있음,1.3,195.8,390.4,389.1,5.5
2024-01-26 18:00,2024,5,41912.3,있음,44.3,22.5,0.6,43.7,94.2,있음,0.3,10.9,21.5,21.2,1.1
2024-01-26 19:00,2024,5,42058.9,있음,8.1,4.5,0.9,7.2,18.95,있음,1.6,10.5,19.4,17.8,6.6
2024-01-26 20:00,2024,5,42041.4,있음,15.3,8.0,0.6,14.7,33.55,있음,0.3,18.4,36.5,36.2,1.4
2024-01-26 21:00,2024,5,41942.5,있음,16.7,9.3,1.8,14.9,38.8,있음,0.4,25.5,50.6,50.2,1.5
2024-01-26 22:00,2024,5,41987.0,있음,24.9,13.0,1.1,23.8,54.6,있음,0.5,12.3,24.1,23.6,1.9
2024-01-26 23:00,2024,5,41918.3,있음,21.9,11.7,1.6,20.3,49.2,있음,1.7,12.3,22.9,21.2,7.1
2024-01-27 00:00,2024,5,41778.9,있음,11.4,5.9,0.4,11.0,24.7,있음,1.2,13.5,25.8,24.6,5.0
2024-01-27 01:00,2024,5,41759.9,있음,38.3,19.2,0.0,38.3,80.1,있음,1.4,5.3,9.2,7.8,5.8
2024-01-27 02:00,2024,5,41812.0,있음,13.1,6.9,0.7,12.4,28.9,있음,0.1,4.3,8.5,8.4,0.6
2024-01-27 03:00,2024,5,41838.7,있음,17.5,8.8,0.0,17.4,36.7,있음,0.7,45.9,91.1,90.3,3.1
2024-01-27 04:00,2024,5,41799.0,있음,11.6,5.9,0.2,11.4,24.7,있음,0.7,10.9,21.1,20.4,3.1
2024-01-27 05:00,2024,5,41825.0,있음,13.7,6.8,0.0,13.6,28.65,있음,0.2,9.3,18.4,18.2,0.8
2024-01-27 06:00,2024,5,41737.4,있음,23.6,12.2,0.9,22.8,51.1,있음,1.1,4.6,8.2,7.1,4.4
2024-01-27 07:00,2024,5,41666.4,있음,14.1,7.2,0.3,13.7,30.0,있음,0.6,1.6,2.7,2.1,2.4
2024-01-27 08:00,2024,5,41672.1,있음,6.7,3.7,0.6,6.0,15.25,있음,0.1,33.8,67.5,67.4,0.3
2024-01-27 09:00,2024,5,41388.8,있음,47.4,24.0,0.6,46.8,99.2,있음,0.7,25.0,49.2,48.5,2.9
2024-01-27 10:00,2024,5,41652.7,있음,8.0,4.0,0.1,7.9,16.8,있음,0.6,8.4,16.1,15.5,2.6
2024-01-27 11:00,2024,5,41721.0,있음,11.0,6.3,1.6,9.4,26.25,있음,0.2,7.5,14.8,14.6,1.0
2024-01-27 12:00,2024,5,41735.0,있음,16.5,8.4,0.2,16.2,34.9,있음,0.5,4.0,7.6,7.1,2.0
2024-01-27 13:00,2024,5,41721.6,있음,10.8,6.1,1.5,9.4,25.65,있음,0.1,11.0,22.0,21.9,0.3
2024-01-27 14:00,2024,5,41719.9,있음,17.7,8.9,0.2,17.4,37.3,있음,2.2,11.9,21.5,19.4,9.0
2024-01-27 15:00,2024,5,41734.9,있음,16.5,8.4,0.3,16.2,35.0,있음,0.5,4.0,7.6,7.1,1.9
2024-01-27 16:00,2024,5,41800.9,있음,16.5,8.3,0.0,16.5,34.65,있음,1.2,11.4,21.6,20.4,5.0
2024-01-27 17:00,2024,5,41787.8,있음,11.5,5.9,0.3,11.2,24.7,있음,0.2,9.7,19.3,19.1,0.7
2024-01-27 18:00,2024,5,41759.0,있음,38.6,19.4,0.2,38.3,81.0,있음,0.7,9.6,18.5,17.8,3.0
2024-01-27 19:00,2024,5,41794.2,있음,10.9,5.6,0.3,10.6,23.4,있음,0.0,8.6,17.1,17.0,0.2
2024-01-27 20:00,2024,5,41908.2,있음,57.7,29.6,1.5,56.2,123.95,있음,0.3,14.1,28.0,27.7,1.3
2024-01-27 21:00,2024,5,42049.1,있음,29.1,14.8,0.6,28.5,62.4,있음,1.5,21.1,40.7,39.1,6.5
2024-01-27 22:00,2024,5,42135.8,있음,20.0,10.0,0.0,20.0,42.15,있음,0.8,14.4,28.1,27.3,3.4
2024-01-27 23:00,2024,5,42150.0,있음,28.8,15.3,1.8,27.0,64.3,있음,0.1,3.5,6.9,6.9,0.3
2024-01-28 00:00,2024,5,42109.0,있음,14.2,7.6,1.1,13.1,32.1,있음,1.0,5.2,9.5,8.5,4.2
2024-01-28 01:00,2024,5,41997.0,있음,8.5,4.5,0.5,8.0,18.9,있음,1.0,34.3,67.5,66.5,4.2
2024-01-28 02:00,2024,5,42110.0,있음,13.9,7.4,0.8,13.1,31.1,있음,0.0,3.0,5.9,5.9,0.2
2024-01-28 03:00,2024,5,42080.9,있음,49.3,24.7,0.1,49.1,104.0,있음,0.1,9.6,19.1,18.9,0.6
2024-01-28 04:00,2024,5,42216.2,있음,14.1,7.2,0.3,13.8,30.45,있음,0.8,10.9,20.9,20.1,3.5
2024-01-28 05:00,2024,5,42751.2,있음,16.8,8.6,0.5,16.3,36.85,있음,0.1,7.5,14.9,14.8,0.5
2024-01-28 06:00,2024,5,42550.8,있음,22.8,11.7,0.6,22.2,49.85,있음,0.2,13.2,26.1,25.9,0.8
2024-01-28 07:00,2024,5,42378.6,있음,24.4,12.6,0.8,23.6,53.55,있음,0.6,15.1,29.6,29.0,2.5
2024-01-28 08:00,2024,5,42398.0,있음,37.0,18.7,0.5,36.5,79.4,있음,0.0,16.3,32.7,32.6,0.1
2024-01-28 09:00,2024,5,42462.4,있음,41.1,20.9,0.7,40.5,88.7,있음,1.3,40.4,79.5,78.1,5.7
2024-01-28 10:00,2024,5,42563.0,있음,32.2,16.4,0.6,31.6,69.7,있음,0.0,6.9,13.7,13.7,0.2
2024-01-28 11:00,2024,5,42589.9,있음,8.9,5.0,1.0,8.0,21.1,있음,0.6,9.3,17.9,17.3,2.7
2024-01-28 12:00,2024,5,42477.1,있음,64.2,32.4,0.6,63.7,137.65,있음,0.0,11.1,22.3,22.2,0.1
2024-01-28 13:00,2024,5,42407.6,있음,17.0,10.2,3.3,13.7,43.2,있음,0.4,7.0,13.6,13.1,1.9
2024-01-28 14:00,2024,5,42399.9,있음,36.5,18.3,0.0,36.5,77.5,있음,0.4,13.1,25.9,25.5,1.6
2024-01-28 15:00,2024,5,42263.0,있음,27.7,13.9,0.2,27.4,58.95,있음,0.0,2.9,5.7,5.7,0.2
2024-01-28 16:00,2024,5,42262.7,있음,27.7,14.0,0.3,27.4,59.25,있음,0.2,13.1,26.1,25.9,0.8
2024-01-28 17:00,2024,5,42284.4,있음,13.8,6.9,0.0,13.8,29.35,있음,2.1,5.3,8.5,6.4,8.8
2024-01-28 18:00,2024,5,42152.2,있음,28.2,14.7,1.2,27.0,62.1,있음,0.5,30.1,59.7,59.2,2.2
2024-01-28 19:00,2024,5,41930.0,있음,16.4,8.5,0.7,15.7,35.85,있음,1.7,11.3,20.9,19.2,7.2
2024-01-28 20:00,2024,5,41786.2,있음,4.2,2.3,0.4,3.8,9.45,있음,0.6,7.4,14.2,13.5,2.7
2024-01-28 21:00,2024,5,41937.3,있음,7.0,3.7,0.3,6.7,15.35,있음,0.3,13.9,27.5,27.2,1.3
2024-01-28 22:00,2024,5,41956.6,있음,44.2,22.4,0.6,43.6,93.9,있음,0.3,6.8,13.2,12.9,1.2
2024-01-28 23:00,2024,5,41786.8,있음,4.0,2.1,0.2,3.8,8.85,있음,0.8,7.6,14.3,13.5,3.3
2024-01-29 00:00,2024,5,41978.8,있음,21.1,10.8,0.4,20.7,45.25,있음,0.2,7.7,15.2,15.0,0.8
2024-01-29 01:00,2024,5,41969.8,있음,49.8,25.2,0.6,49.2,105.85,있음,0.9,195.5,390.0,389.1,3.8
2024-01-29 02:00,2024,5,42152.9,있음,28.1,14.6,1.1,27.0,61.4,있음,0.7,30.3,59.9,59.2,2.9
2024-01-29 03:00,2024,5,42251.7,있음,13.6,7.0,0.5,13.1,29.65,있음,0.1,3.3,6.6,6.5,0.4
2024-01-29 04:00,2024,5,42313.9,있음,5.8,3.1,0.5,5.3,13.25,있음,1.0,10.9,20.8,19.8,4.3
2024-01-29 05:00,2024,5,42226.7,있음,16.7,8.8,0.8,16.0,37.0,있음,0.4,5.5,10.6,10.1,1.9
2024-01-29 06:00,2024,5,42145.4,있음,41.4,20.8,0.1,41.3,87.6,있음,0.6,3.9,7.2,6.6,2.5
2024-01-29 07:00,2024,5,42164.5,있음,25.3,12.8,0.4,24.8,54.15,있음,0.4,15.4,30.4,30.0,1.6
2024-01-29 08:00,2024,5,42053.0,있음,31.9,16.0,0.2,31.7,67.4,있음,0.2,9.1,18.0,17.8,0.7
2024-01-29 09:00,2024,5,42101.9,있음,15.9,8.0,0.0,15.9,33.55,있음,0.3,4.3,8.3,8.0,1.2
2024-01-29 10:00,2024,5,42254.6,있음,29.7,15.9,2.2,27.4,67.35,있음,0.8,4.0,7.2,6.5,3.3
2024-01-29 11:00,2024,5,42294.9,있음,24.6,12.4,0.3,24.4,52.6,있음,0.0,6.5,12.9,12.9,0.2
2024-01-29 12:00,2024,5,42213.4,있음,14.3,7.2,0.1,14.2,30.45,있음,0.2,10.2,20.2,20.1,0.7
2024-01-29 13:00,2024,5,42109.2,있음,14.1,7.6,1.0,13.1,31.9,있음,1.0,5.3,9.5,8.5,4.4
2024-01-29 14:00,2024,5,41993.9,있음,10.2,5.4,0.7,9.5,22.75,있음,0.3,33.5,66.8,66.5,1.1
2024-01-29 15:00,2024,5,41936.7,있음,7.2,3.8,0.4,6.7,15.95,있음,0.2,13.8,27.4,27.2,0.7
2024-01-29 16:00,2024,5,42633.4,있음,35.1,17.7,0.3,34.8,75.5,있음,0.8,12.5,24.3,23.5,3.4
2024-01-29 17:00,2024,5,43248.9,있음,18.8,9.6,0.4,18.4,41.35,있음,1.3,20.8,40.2,38.9,5.7
2024-01-29 18:00,2024,5,43020.8,있음,10.1,5.2,0.3,9.8,22.55,있음,1.6,7.6,13.7,12.0,7.0
2024-01-29 19:00,2024,5,43030.8,있음,15.9,8.1,0.3,15.5,34.95,있음,1.1,24.9,48.8,47.6,4.8
2024-01-29 20:00,2024,5,43034.7,있음,29.6,15.4,1.1,28.5,66.15,있음,2.0,25.8,49.7,47.6,8.7
2024-01-29 21:00,2024,5,43082.0,있음,13.9,7.7,1.4,12.5,33.1,있음,0.1,8.0,15.9,15.9,0.3
2024-01-29 22:00,2024,5,43146.2,있음,17.5,9.2,0.9,16.7,39.75,있음,0.5,16.0,31.6,31.1,2.2
2024-01-29 23:00,2024,5,43105.8,있음,17.5,9.1,0.8,16.7,39.35,있음,0.1,7.2,14.4,14.3,0.5
2024-01-30 00:00,2024,5,43255.0,있음,28.0,14.2,0.4,27.6,61.3,있음,0.0,3.3,6.5,6.5,0.2
2024-01-30 01:00,2024,5,43143.4,있음,17.6,9.1,0.6,17.0,39.4,있음,0.6,10.9,21.2,20.6,2.6
2024-01-30 02:00,2024,5,43435.0,있음,22.4,12.7,2.9,19.5,55.05,있음,1.4,20.0,38.6,37.3,6.0
2024-01-30 03:00,2024,5,43623.1,있음,10.5,5.3,0.1,10.4,23.1,있음,0.0,16.4,32.7,32.6,0.2
2024-01-30 04:00,2024,5,43504.1,있음,63.1,31.8,0.6,62.6,138.5,있음,0.9,33.9,66.9,65.9,4.1
2024-01-30 05:00,2024,5,43429.1,있음,38.2,19.3,0.4,37.8,83.65,있음,0.0,18.7,37.3,37.3,0.1
2024-01-30 06:00,2024,5,43352.4,있음,31.7,15.9,0.1,31.6,69.0,있음,0.8,20.2,39.6,38.8,3.3
2024-01-30 07:00,2024,5,43309.1,있음,25.0,12.9,0.9,24.1,56.05,있음,1.6,21.5,41.4,39.7,7.0
2024-01-30 08:00,2024,5,43334.7,있음,57.5,29.0,0.5,57.0,125.8,있음,1.1,11.7,22.3,21.3,4.6
2024-01-30 09:00,2024,5,43427.4,있음,38.5,19.7,0.8,37.8,85.35,있음,0.1,9.0,17.8,17.7,0.4
2024-01-30 10:00,2024,5,43311.8,있음,24.4,12.3,0.3,24.1,53.35,있음,2.2,22.1,42.0,39.7,9.7
2024-01-30 11:00,2024,5,43478.3,있음,25.5,12.8,0.2,25.2,55.85,있음,0.9,9.4,18.0,17.1,3.8
2024-02-24 12:00,2024,5,51151.8,있음,9.4,4.9,0.4,9.0,25.2,있음,1.1,13.4,25.7,24.7,5.4
2024-02-24 13:00,2024,5,51117.6,있음,20.0,10.1,0.2,19.9,51.65,있음,0.2,6.7,13.1,12.9,1.0
2024-02-24 14:00,2024,5,51172.3,있음,23.8,13.1,2.4,21.4,67.05,있음,0.9,11.6,22.4,21.6,4.4
2024-02-24 15:00,2024,5,51156.5,있음,42.2,21.3,0.5,41.7,109.15,있음,0.1,18.5,36.9,36.9,0.4
2024-02-24 16:00,2024,5,51117.2,있음,20.1,10.2,0.3,19.9,52.05,있음,0.1,6.6,13.0,12.9,0.6
2024-02-24 17:00,2024,5,51265.9,있음,11.7,6.7,1.8,9.9,34.5,있음,3.1,29.2,55.3,52.2,15.9
2024-02-24 18:00,2024,5,51609.8,있음,18.6,9.3,0.0,18.6,48.2,있음,1.4,27.7,54.1,52.7,7.1
2024-02-24 19:00,2024,5,51505.3,있음,13.8,7.1,0.4,13.4,36.55,있음,0.3,17.1,33.9,33.6,1.8
2024-02-24 20:00,2024,5,51602.2,있음,24.8,12.8,0.8,24.0,65.95,있음,0.3,37.4,74.5,74.2,1.4
2024-02-24 21:00,2024,5,51523.7,있음,8.7,4.5,0.4,8.2,23.35,있음,0.2,8.7,17.2,17.0,1.2
2024-02-24 22:00,2024,5,51611.6,있음,11.8,7.5,3.2,8.6,38.75,있음,1.7,28.1,54.5,52.7,8.9
2024-02-24 23:00,2024,5,51587.6,있음,21.8,11.0,0.2,21.6,56.8,있음,2.9,11.6,20.3,17.4,14.9
2024-02-25 00:00,2024,5,51586.7,있음,22.0,11.2,0.4,21.6,57.7,있음,2.7,11.4,20.1,17.4,14.0
2024-02-25 01:00,2024,5,51540.1,있음,5.2,2.7,0.1,5.1,13.7,있음,0.4,3.6,6.8,6.4,1.9
2024-02-25 02:00,2024,5,51687.6,있음,18.8,9.7,0.7,18.1,50.25,있음,0.6,31.3,61.9,61.3,3.1
2024-02-25 03:00,2024,5,51617.5,있음,10.7,6.4,2.1,8.6,32.85,있음,1.0,15.2,29.4,28.4,5.3
2024-02-25 04:00,2024,5,51640.1,있음,48.0,24.1,0.2,47.8,124.4,있음,1.0,33.2,65.5,64.5,5.1
2024-02-25 05:00,2024,5,51621.4,있음,9.9,5.6,1.3,8.6,28.95,있음,0.0,6.4,12.7,12.7,0.1
2024-02-25 06:00,2024,5,51691.8,있음,16.0,8.3,0.6,15.4,43.1,있음,0.1,8.7,17.4,17.3,0.3
2024-02-25 07:00,2024,5,51789.8,있음,29.7,14.9,0.0,29.7,76.95,있음,1.5,6.3,11.0,9.5,7.9
2024-02-25 08:00,2024,5,51767.0,있음,16.1,8.4,0.7,15.4,43.4,있음,1.2,18.2,35.2,34.0,6.1
2024-02-25 09:00,2024,5,51654.9,있음,7.4,3.7,0.0,7.4,19.1,있음,0.1,10.3,20.5,20.4,0.7
2024-02-25 10:00,2024,5,51671.4,있음,31.8,16.4,1.0,30.8,84.65,있음,0.3,10.6,20.9,20.7,1.3
2024-02-25 11:00,2024,5,51600.7,있음,25.8,12.9,0.0,25.8,66.7,있음,0.1,14.2,28.3,28.2,0.4
2024-02-25 12:00,2024,5,51677.1,있음,13.3,6.9,0.5,12.8,35.8,있음,0.2,12.4,24.6,24.4,0.9
2024-02-25 13:00,2024,5,51700.0,있음,23.5,12.1,0.6,22.9,62.3,있음,0.6,6.6,12.6,11.9,3.3
2024-02-25 14:00,2024,5,51644.0,있음,10.8,5.8,0.8,10.1,29.95,있음,0.5,9.4,18.2,17.7,2.7
2024-02-25 15:00,2024,5,51770.0,있음,15.5,7.8,0.1,15.4,40.4,있음,1.8,18.8,35.8,34.0,9.1
2024-02-25 16:00,2024,5,51560.8,있음,8.4,4.7,0.9,7.5,24.1,있음,0.2,18.6,36.9,36.7,1.1
2024-02-25 17:00,2024,5,51413.8,있음,27.5,15.7,4.0,23.5,80.85,있음,0.2,8.0,15.8,15.6,1.0
2024-02-25 18:00,2024,5,51614.0,있음,9.7,5.1,0.4,9.4,26.15,있음,0.3,14.5,28.7,28.4,1.8
2024-02-25 19:00,2024,5,51622.0,있음,9.8,5.5,1.2,8.6,28.35,있음,0.1,6.5,12.8,12.7,0.7
2024-02-25 20:00,2024,5,51709.6,있음,12.3,6.6,0.8,11.6,33.9,있음,0.2,9.1,18.0,17.8,0.9
2024-02-25 21:00,2024,5,51800.0,있음,9.7,4.9,0.2,9.5,25.4,있음,0.8,7.9,15.1,14.3,3.9
2024-02-25 22:00,2024,5,51799.0,있음,45.5,22.8,0.2,45.3,118.25,있음,0.6,7.7,14.9,14.3,2.9
2024-02-25 23:00,2024,5,51768.1,있음,15.9,8.2,0.5,15.4,42.3,있음,1.4,18.4,35.4,34.0,7.2
2024-02-26 00:00,2024,5,51766.6,있음,16.2,8.5,0.8,15.4,43.8,있음,0.1,5.3,10.5,10.5,0.5
2024-02-26 01:00,2024,5,51708.3,있음,13.9,7.3,0.8,13.1,37.95,있음,1.6,5.2,8.8,7.2,8.3
2024-02-26 02:00,2024,5,51523.0,있음,8.8,4.7,0.5,8.2,24.05,있음,0.1,8.6,17.1,17.0,0.5
2024-02-26 03:00,2024,5,51468.5,있음,20.9,14.3,7.6,13.4,73.35,있음,1.1,21.8,42.5,41.3,5.9
2024-02-26 04:00,2024,5,51600.2,있음,25.9,13.0,0.1,25.8,67.2,있음,0.0,6.2,12.3,12.3,0.1
2024-02-26 05:00,2024,5,51593.7,있음,16.7,8.9,1.0,15.7,45.85,있음,0.3,12.6,24.9,24.7,1.5
2024-02-26 06:00,2024,5,51617.0,있음,7.5,3.9,0.2,7.4,19.9,있음,0.4,4.0,7.6,7.1,2.3
2024-02-26 07:00,2024,5,51560.1,있음,8.6,4.8,1.0,7.5,24.8,있음,0.1,18.4,36.8,36.7,0.4
2024-02-26 08:00,2024,5,51347.2,있음,23.5,12.7,2.0,21.6,65.45,있음,2.4,10.1,17.8,15.4,12.2
2024-02-26 09:00,2024,5,51292.3,있음,39.1,20.3,1.5,37.6,104.2,있음,8.2,34.4,60.5,52.2,42.3
2024-02-26 10:00,2024,5,51000.9,있음,43.5,22.7,2.0,41.5,116.0,있음,0.8,19.7,38.5,37.7,4.0
2024-02-26 11:00,2024,5,51192.8,있음,22.2,12.1,2.0,20.3,62.05,있음,0.8,3.6,6.5,5.7,4.1
2024-02-26 12:00,2024,5,51144.0,있음,5.4,2.8,0.1,5.3,14.25,있음,0.3,24.0,47.7,47.4,1.6
2024-02-26 13:00,2024,5,51286.8,있음,40.2,21.4,2.6,37.6,109.7,있음,7.2,33.3,59.4,52.2,36.8
2024-02-26 14:00,2024,5,51275.1,있음,10.7,5.6,0.5,10.2,28.65,있음,4.9,31.0,57.1,52.2,25.1
2024-02-26 15:00,2024,5,51734.9,있음,35.8,18.4,0.9,34.9,94.95,있음,0.2,11.8,23.4,23.2,1.1
2024-02-26 16:00,2024,5,52862.2,없음,,,,,,있음,59.2,94.3,129.4,70.2,312.7
2024-02-26 17:00,2024,5,53434.7,없음,,,,,,있음,22.3,38.4,54.5,32.2,119.0
2024-02-26 18:00,2024,5,53522.2,없음,,,,,,있음,17.8,34.0,50.1,32.2,95.5
2024-02-26 19:00,2024,5,53597.3,없음,,,,,,있음,26.6,38.5,50.5,23.8,142.7
2024-02-26 20:00,2024,5,54472.7,없음,,,,,,있음,162.7,174.1,185.6,22.9,886.3
2024-02-26 21:00,2024,5,54433.5,있음,102.6,70.1,37.7,64.9,381.75,있음,1.9,11.3,20.7,18.7,10.5
2024-02-26 22:00,2024,5,54695.6,없음,,,,,,있음,43.0,53.0,63.0,20.0,235.1
2024-02-26 23:00,2024,5,54659.9,있음,35.7,25.3,14.9,20.8,138.25,있음,20.8,25.9,31.0,10.2,113.5
2024-02-27 00:00,2024,5,54549.0,있음,16.1,10.0,4.0,12.1,54.7,있음,0.5,5.6,10.7,10.3,2.6
2024-02-27 01:00,2024,5,54590.6,있음,32.3,17.1,1.8,30.4,93.1,있음,8.1,13.2,18.4,10.3,44.2
2024-02-27 02:00,2024,5,55712.7,없음,,,,,,있음,178.8,192.2,205.6,26.7,996.3
2024-02-27 03:00,2024,5,56505.0,없음,,,,,,있음,316.5,329.7,342.9,26.4,1788.6
2024-02-27 04:00,2024,5,55722.8,있음,369.2,185.3,1.3,367.9,1032.3,있음,180.6,194.0,207.3,26.7,1006.4
2024-02-27 05:00,2024,5,55798.1,있음,67.6,53.9,40.3,27.3,300.85,있음,193.9,207.2,220.5,26.7,1081.7
2024-02-27 06:00,2024,5,56171.1,있음,88.1,67.0,45.9,42.2,376.25,있음,20.7,62.3,103.8,83.1,116.4
2024-02-27 07:00,2024,5,56361.5,있음,54.0,33.0,11.9,42.1,185.85,있음,21.6,33.7,45.8,24.2,121.5
2024-02-27 08:00,2024,5,56229.7,있음,47.5,33.5,19.4,28.1,188.25,있음,31.1,72.6,114.1,83.0,175.0
2024-02-27 09:00,2024,5,56304.4,있음,34.2,20.2,6.1,28.1,113.55,있음,4.3,18.5,32.6,28.3,24.4
2024-02-27 10:00,2024,5,56632.2,있음,29.6,15.7,1.7,27.9,88.75,있음,18.9,51.2,83.5,64.5,107.2
2024-02-27 11:00,2024,5,56547.6,있음,44.6,30.7,16.7,28.0,173.35,있음,4.0,36.3,68.6,64.6,22.6
2024-02-27 12:00,2024,5,56585.1,있음,38.0,24.0,10.0,27.9,135.85,있음,1.9,12.3,22.8,20.9,10.7
2024-02-27 13:00,2024,5,56785.9,있음,124.7,93.6,62.4,62.4,531.25,있음,22.1,35.3,48.6,26.5,125.4
2024-02-27 14:00,2024,5,57181.7,없음,,,,,,있음,39.1,57.3,75.5,36.4,223.7
2024-02-27 15:00,2024,5,57058.2,있음,59.8,32.6,5.5,54.3,186.15,있음,17.6,35.8,54.0,36.5,100.2
2024-02-27 16:00,2024,5,56793.7,있음,80.3,46.4,12.5,67.8,263.75,있음,23.5,36.7,49.9,26.5,133.2
2024-02-27 17:00,2024,5,57092.4,있음,70.4,39.4,8.3,62.1,224.75,있음,12.3,27.0,41.7,29.4,70.4
2024-02-27 18:00,2024,5,56742.1,있음,89.5,55.6,21.6,67.9,315.35,있음,14.4,27.6,40.9,26.5,81.6
2024-02-27 19:00,2024,5,57185.0,있음,28.9,16.0,3.2,25.6,91.75,있음,28.5,43.2,57.8,29.3,163.0
2024-02-27 20:00,2024,5,57287.4,없음,,,,,,있음,40.7,49.3,57.8,17.0,233.4
2024-02-27 21:00,2024,5,56932.6,있음,51.3,30.2,9.0,42.3,171.85,있음,2.4,25.8,49.3,46.9,13.6
2024-02-27 22:00,2024,5,56720.9,있음,28.0,14.8,1.6,26.4,84.0,있음,10.6,23.9,37.1,26.5,60.4
2024-02-27 23:00,2024,5,56996.5,있음,37.5,22.3,7.2,30.3,127.25,있음,6.8,25.0,43.2,36.5,38.5
2024-02-28 00:00,2024,5,57064.2,있음,16.3,9.7,3.2,13.1,55.55,있음,1.8,10.3,18.9,17.1,10.2
2024-02-28 01:00,2024,5,57076.9,있음,12.5,6.4,0.3,12.2,36.3,있음,4.0,12.6,21.1,17.1,22.9
2024-02-28 02:00,2024,5,56832.7,있음,73.4,39.5,5.7,67.8,224.75,있음,5.2,20.8,36.5,31.3,29.3
2024-02-28 03:00,2024,5,56973.5,있음,44.1,23.0,1.8,42.3,130.95,있음,1.5,10.8,20.0,18.5,8.6
2024-02-28 04:00,2024,5,56955.7,있음,12.0,6.8,1.5,10.5,38.55,있음,0.9,7.0,13.2,12.2,5.2
2024-02-28 05:00,2024,5,57250.0,있음,75.0,45.0,14.9,60.1,257.5,있음,25.8,34.2,42.6,16.8,147.9
2024-02-28 06:00,2024,5,57146.1,있음,18.2,9.9,1.7,16.5,56.7,있음,7.7,16.1,24.5,16.8,44.0
2024-02-28 07:00,2024,5,57240.0,있음,76.8,46.7,16.7,60.1,267.5,있음,9.6,18.5,27.3,17.7,55.0
2024-02-28 08:00,2024,5,58340.1,없음,,,,,,있음,184.0,193.0,202.0,17.9,1073.6
2024-02-28 09:00,2024,5,59294.6,없음,,,,,,있음,342.0,350.9,359.7,17.6,2028.1
2024-02-28 10:00,2024,5,59310.0,없음,,,,,,있음,24.4,46.6,68.8,44.3,145.0
2024-02-28 11:00,2024,5,59357.8,없음,,,,,,있음,26.9,38.9,50.8,23.9,159.9
2024-02-28 12:00,2024,5,58962.1,있음,102.5,71.4,40.3,62.1,421.0,있음,287.6,296.4,305.3,17.7,1695.6
2024-02-28 13:00,2024,5,59422.3,없음,,,,,,있음,7.2,16.7,26.1,18.9,42.9
2024-02-28 14:00,2024,5,60513.9,없음,,,,,,있음,187.5,196.8,206.0,18.6,1134.5
2024-02-28 15:00,2024,5,60940.3,없음,,,,,,있음,93.6,139.2,184.7,91.1,570.6
